订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD2017081674930256791015679246,07631,3.0,3.0,40g双汇玉米热狗肠,2017/4/19 12:01,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930296798358363215,07631,1.5,1.5,40g双汇玉米热狗肠,2017/4/20 12:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493030202920611169,07631,1.5,1.5,40g双汇玉米热狗肠,2017/4/20 17:48,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930401395720858069,07631,1.5,1.5,40g双汇玉米热狗肠,2017/4/23 23:01,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930531297920030214,07631,3.0,3.0,40g双汇玉米热狗肠,2017/4/28 19:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930568955458306029,07631,4.5,4.5,40g双汇玉米热狗肠,2017/4/30 00:41,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493825288630255511,07631,1.5,1.5,40g双汇玉米热狗肠,2017/4/30 19:35,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930755644848373814,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/5 20:51,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493792317422509662,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/6 15:05,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930854041938381899,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/8 23:54,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493093261581269453,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/11 12:06,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493764248557926072,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/14 00:31,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493104536841288823,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/15 11:55,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493112381939819569,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/17 16:48,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493742440283511379,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 11:45,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493722798501451556,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/20 19:12,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493721381622718237,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/21 14:47,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493135667435887322,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/22 22:36,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493143105525288251,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/23 23:03,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493143225333066602,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/23 23:11,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749315067271450383,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/25 13:27,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493160528033732165,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/26 18:26,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493161046646850402,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/26 20:24,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493163030999648742,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/27 05:44,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493693284715136694,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/27 16:45,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493691823593070195,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/27 20:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493177674950715949,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/29 17:44,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749368749400984917,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/29 19:37,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493687299864595142,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/29 20:39,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493181792758651273,07631,1.5,1.5,40g双汇玉米热狗肠,2017/5/30 02:37,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493186185490058106,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/30 16:42,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493684951392057606,07631,3.0,3.0,40g双汇玉米热狗肠,2017/5/30 18:13,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493191193017790497,07631,6.0,6.0,40g双汇玉米热狗肠,2017/6/1 04:18,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493201258863100826,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/2 09:30,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493206758975440384,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/3 00:05,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749320854397586923,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/3 07:55,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493545166490524683,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/3 12:32,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493570589449546698,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 10:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493514950306336767,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 11:56,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493570003775333825,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 21:31,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493220263489468812,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 23:38,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493231968759065707,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 05:47,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493235785669384251,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 17:56,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493508420419194373,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 18:56,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493246359649272753,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 14:18,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493507422826367523,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/9 15:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493648502397516995,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/9 19:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493254256954814902,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/10 15:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493256344324578138,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/10 19:36,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493256521429786837,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/10 20:08,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493263368888678056,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/11 16:51,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493272691438670659,07631,4.5,4.5,40g双汇玉米热狗肠,2017/6/12 22:58,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493273582133047838,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 00:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493278086309451055,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 18:59,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493310158337713283,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/18 18:56,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749349329007388141,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 10:57,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313795379307198,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 17:35,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493320596256285505,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/20 17:20,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493343586064250186,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/24 01:46,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493353007969216357,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/25 18:39,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493353694382296205,07631,4.5,4.5,40g双汇玉米热狗肠,2017/6/25 20:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749335395711867612,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/25 21:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493354247557783749,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/25 22:36,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493355497572071994,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/26 09:51,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493356688951014204,07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/26 16:30,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493361065555907396,07631,3.0,3.0,40g双汇玉米热狗肠,2017/6/27 09:59,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493477630945010809,07631,1.5,1.5,40g双汇玉米热狗肠,2017/7/2 09:21,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493859031847982259,07631,1.5,1.5,40g双汇玉米热狗肠,2017/7/28 17:14,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930763348436272993,07631,6.0,6.0,40g双汇玉米热狗肠,2017/7/30 16:50,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493579620627103963,07631,1.5,1.5,40g双汇玉米热狗肠,2017/7/31 15:20,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493895044869751504,07631,1.5,1.5,40g双汇玉米热狗肠,2017/8/1 11:23,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493890124751030052,07631,3.0,3.0,40g双汇玉米热狗肠,2017/8/10 18:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493563412426973565,07631,1.5,1.5,40g双汇玉米热狗肠,2017/8/18 17:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493389761411666756,07631,1.5,1.5,40g双汇玉米热狗肠,2017/8/20 10:48,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930576368530390163,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/2 19:26,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493255986716419508,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/2 21:50,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493805150803332082,07631,3.0,3.0,40g双汇玉米热狗肠,2017/9/3 17:23,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493056581294410788,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/7 13:44,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930564605471693844,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/7 20:38,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493245125388343413,07631,3.0,3.0,40g双汇玉米热狗肠,2017/9/8 09:03,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493861039963526004,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/8 09:07,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493782559861182743,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/17 13:28,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493193699479244436,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/24 09:17,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493675700440602426,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/24 12:18,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930190065206628327,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/24 13:02,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493153619004121195,07631,4.5,4.5,40g双汇玉米热狗肠,2017/9/27 12:14,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493479297072019625,07631,10.5,10.5,40g双汇玉米热狗肠,2017/9/27 20:37,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930350887632271854,07631,3.0,3.0,40g双汇玉米热狗肠,2017/9/29 16:32,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493134709852399223,07631,1.5,1.5,40g双汇玉米热狗肠,2017/9/30 12:11,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493402772667959604,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/3 13:39,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493405208169969635,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/3 21:30,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493427223828065124,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/7 00:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493432491684565345,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/7 23:17,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493433515643157946,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/8 08:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493458130963346376,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/11 14:58,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493913378703594281,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 19:46,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749348482889335985,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/13 18:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749349864106258935,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/14 21:44,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493516282389299455,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/16 21:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493522377778594872,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/17 13:57,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493529672514554092,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/18 10:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493539676893789759,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/19 08:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493550265467928691,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/20 03:33,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493585713340419798,07631,1.5,1.5,40g双汇玉米热狗肠,2017/10/23 15:59,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749389905042463308,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/24 19:39,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493611539195992337,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/26 13:42,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493626552034348389,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/27 17:05,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749363110005204538,07631,3.0,3.0,40g双汇玉米热狗肠,2017/10/27 23:36,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749363146136305896,07631,1.5,1.5,40g双汇玉米热狗肠,2017/11/1 16:57,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493193057681266897,07631,2.0,2.0,40g双汇玉米热狗肠,2017/11/6 12:46,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749378152514808497,07631,1.5,1.5,40g双汇玉米热狗肠,2017/11/7 15:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493774409776804524,07631,1.5,1.5,40g双汇玉米热狗肠,2017/11/14 15:05,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493758578041731562,07631,3.0,3.0,40g双汇玉米热狗肠,2017/11/17 20:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493213116998987187,07631,1.5,1.5,40g双汇玉米热狗肠,2017/11/20 12:34,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493517954263141872,07631,3.0,3.0,40g双汇玉米热狗肠,2017/12/1 21:22,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749338194303586821,07631,3.0,3.0,40g双汇玉米热狗肠,2017/12/1 21:52,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493741401029685418,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/1 21:54,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749375631205662493,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/2 21:12,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493354711725936035,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/3 17:26,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493772211157843839,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/4 00:19,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493773563963326301,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/4 04:17,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493790914141445164,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/4 21:20,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493793381115196168,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/5 00:04,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493563667994905648,07631,6.0,6.0,40g双汇玉米热狗肠,2017/12/5 04:51,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493806082019598298,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/5 22:27,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493807697458911317,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/6 01:44,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493808228649525838,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/6 04:40,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493810509232627501,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/6 12:32,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493816340028203942,07631,3.0,3.0,40g双汇玉米热狗肠,2017/12/6 20:43,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493825804482612493,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/7 12:11,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493826571010774318,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/7 12:40,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749384819280822385,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/8 20:48,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493869160925183629,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/9 17:17,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493897641766749596,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/10 19:15,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493346952698172764,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/11 03:08,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493346194798367003,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/11 11:26,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493918578512491843,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/11 17:34,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749392063695956253,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/12 19:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493303124632882746,07631,4.5,4.5,40g双汇玉米热狗肠,2017/12/23 13:24,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493917052474637737,07631,1.5,1.5,40g双汇玉米热狗肠,2017/12/23 16:48,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493863030670536956,07631,6.5,6.5,430g泰奇八宝粥,2017/1/9 12:38,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493882098879519246,07631,6.5,6.5,430g泰奇八宝粥,2017/1/10 07:44,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493897556422510103,07631,6.5,6.5,430g泰奇八宝粥,2017/1/10 19:11,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493681893426274211,07631,6.5,6.5,430g泰奇八宝粥,2017/3/30 15:40,D,已出货未退款,已提现,非饮料,方便速食
