订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493876283034346817,04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/9 21:36,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493533437252464981,04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/10 04:34,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749388844805776739,04134,3.0,3.0,40g双汇玉米热狗肠,2017/1/10 13:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493664983867299703,04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/30 16:39,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493189717099214307,04134,1.5,1.5,40g双汇玉米热狗肠,2017/1/30 23:02,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493560379883875348,04134,1.5,1.5,40g双汇玉米热狗肠,2017/2/8 16:09,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493764078070036112,04134,3.0,3.0,40g双汇玉米热狗肠,2017/3/28 23:58,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493707094082060796,04134,3.0,3.0,40g双汇玉米热狗肠,2017/3/31 04:21,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493718163248374875,04134,3.0,3.0,40g双汇玉米热狗肠,2017/3/31 16:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493755824737791589,04134,3.0,3.0,40g双汇玉米热狗肠,2017/4/1 14:29,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493671444092028788,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/1 14:53,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493755979147158462,04134,3.0,3.0,40g双汇玉米热狗肠,2017/4/1 15:01,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493757423285498357,04134,3.0,3.0,40g双汇玉米热狗肠,2017/4/1 17:10,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899207059499747,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/11 16:54,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930113275162696229,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/13 01:20,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930142875324011366,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/14 16:37,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493014365889918163,04134,4.5,4.5,40g双汇玉米热狗肠,2017/4/14 16:43,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930147230404009816,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/14 21:53,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930223737420235347,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/18 00:11,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930229751100977188,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/18 06:09,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930246700809370142,04134,3.0,3.0,40g双汇玉米热狗肠,2017/4/18 20:13,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930404483717615536,04134,4.5,4.5,40g双汇玉米热狗肠,2017/4/23 23:39,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493057738154158049,04134,1.5,1.5,40g双汇玉米热狗肠,2017/4/30 11:35,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493819097279825715,04134,4.5,4.5,40g双汇玉米热狗肠,2017/5/1 16:10,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493812835275967847,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/2 10:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930673629451507381,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/3 07:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930709091159113119,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/4 15:56,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930826310439609183,04134,6.0,6.0,40g双汇玉米热狗肠,2017/5/8 07:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930892863022299714,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/10 07:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930916647783167884,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/10 20:05,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930951566638009676,04134,4.5,4.5,40g双汇玉米热狗肠,2017/5/11 23:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493101284988634051,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/13 21:44,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493102951140729013,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/14 16:15,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493763403478904836,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/15 11:28,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493748700183452925,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/18 11:56,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493115892564530709,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 07:51,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493365498794836116,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 16:43,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493119429527318857,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 20:29,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749312141339871392,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/20 00:10,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749312592430662626,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/21 07:45,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493126280664280361,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/21 09:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493130525279246294,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/21 22:43,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674931359064606783,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/22 23:02,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749337241243078393,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/23 11:32,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749314022725593443,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/23 15:12,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749369151822428941,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/27 20:36,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493173553369345158,04134,3.0,3.0,40g双汇玉米热狗肠,2017/5/29 01:31,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493175136177514877,04134,1.5,1.5,40g双汇玉米热狗肠,2017/5/29 10:02,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493191727180712852,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 07:12,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493486100777007593,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 20:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493545164506282215,04134,4.5,4.5,40g双汇玉米热狗肠,2017/6/3 12:36,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493571779261503274,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/3 18:37,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493310092802422665,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 12:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493332255440673715,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 15:07,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493347760520421442,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 17:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493221785875985685,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/5 08:06,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493355049270654307,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/5 17:35,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493225556314347014,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/5 20:08,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493231283516965647,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 01:07,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749323172907777012,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 03:07,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493434238353601723,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 07:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493457042996638496,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 12:29,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493236094925380363,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/7 18:26,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493482780857391775,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 21:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493769497209872945,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/8 13:33,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493775898569434128,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 07:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899175424539153,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 12:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493261253300715547,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 12:47,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493506355557840588,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 15:21,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390415374251113,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 20:19,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493271851326616442,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 21:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390730825743691,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 11:06,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493280238873648383,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 08:01,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908040109922279,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 17:40,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493287673246553974,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/15 14:25,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674932886557416384,04134,4.5,4.5,40g双汇玉米热狗肠,2017/6/15 17:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493288960432759377,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 18:25,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493913190072551627,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 15:34,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493296689531984367,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 19:20,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493560481923664426,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/16 22:15,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493641113230954024,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/18 02:33,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493559666445095737,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/18 16:03,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313382137507643,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/19 15:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313806536216527,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 17:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493326902267590737,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/21 13:25,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493499217179455063,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/22 16:28,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493411196359610701,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/22 17:45,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493411357827459953,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/22 17:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493338213091594739,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/23 09:26,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749349733526121747,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/24 15:22,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493351112666144171,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/25 12:22,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493355348771162459,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/26 08:41,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493547297976906407,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/26 22:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493368765826081276,04134,3.0,3.0,40g双汇玉米热狗肠,2017/6/28 16:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493371152715217374,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/28 23:34,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493372225088565288,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/29 07:42,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493382406462848381,04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/30 14:58,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493488242450000611,04134,3.0,3.0,40g双汇玉米热狗肠,2017/7/1 12:17,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493483496998075662,04134,3.0,3.0,40g双汇玉米热狗肠,2017/7/1 17:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493471350169883535,04134,1.5,1.5,40g双汇玉米热狗肠,2017/7/4 12:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493450578636546014,04134,1.5,1.5,40g双汇玉米热狗肠,2017/7/8 17:27,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749345042674086587,04134,3.0,3.0,40g双汇玉米热狗肠,2017/7/11 09:06,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493448130211979231,04134,1.5,1.5,40g双汇玉米热狗肠,2017/7/19 15:05,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749300521011176818142,04134,1.5,1.5,40g双汇玉米热狗肠,2017/7/26 09:15,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493094209319759663,04134,1.5,1.5,40g双汇玉米热狗肠,2017/8/6 18:06,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493915568794604064,04134,1.5,1.5,40g双汇玉米热狗肠,2017/8/11 13:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493303968995499165,04134,1.5,1.5,40g双汇玉米热狗肠,2017/8/16 12:18,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493388293118561509,04134,3.0,3.0,40g双汇玉米热狗肠,2017/8/23 19:02,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493128366102378206,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/1 11:33,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899519651818774,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/1 22:42,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493624832322072739,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/3 19:11,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493166859802326669,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/3 19:24,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493149278374133077,04134,3.0,3.0,40g双汇玉米热狗肠,2017/9/4 00:59,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493622531185905212,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/4 11:22,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493667753197072493,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/10 22:21,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493209328086213394,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/14 15:21,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493740567358287398,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/16 09:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493198052460343931,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/21 14:36,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749366090210285109,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/21 17:13,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493162670990790753,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/21 20:35,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930487366889632217,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/22 09:09,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493155676079583918,04134,1.5,1.5,40g双汇玉米热狗肠,2017/9/26 11:57,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930533453631476968,04134,4.5,4.5,40g双汇玉米热狗肠,2017/9/27 18:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493107444543335543,04134,2.0,2.0,40g双汇玉米热狗肠,2017/9/30 11:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493386016966242141,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/1 07:20,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493398016861654028,04134,3.0,3.0,40g双汇玉米热狗肠,2017/10/2 22:15,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493401407069853653,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/3 08:58,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493403688125824211,04134,6.0,6.0,40g双汇玉米热狗肠,2017/10/3 16:09,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493411779840693161,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/4 20:37,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493412282763763475,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/4 22:40,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493416258048865506,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/5 13:08,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749341751544980129,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/5 17:01,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493422885844639083,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/6 13:24,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493425973524251964,04134,3.0,3.0,40g双汇玉米热狗肠,2017/10/6 20:35,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493429469918250005,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/7 13:03,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493429705116044239,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/7 13:17,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749344011650843894,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/9 14:52,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493440341029758104,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/9 15:32,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493445245903508489,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 12:04,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493446394002659371,04134,3.0,3.0,40g双汇玉米热狗肠,2017/10/10 15:37,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493453658522447485,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 22:35,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493464770086841606,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 01:43,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749346671426614509,04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 09:32,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
