订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493624550660501634,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/6/22 22:03,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493631809609970293,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/6/26 00:56,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493431979552822847,06874,9.0,9.0,68g好丽友巧克力派2枚,2017/8/2 16:28,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493275118796904049,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/8/17 17:26,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493350557222974934,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/1 13:38,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493155622417181204,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/2 17:02,E,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930959751239567467,06874,3.5,3.5,68g好丽友巧克力派2枚,2017/9/2 17:23,E,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930243167943414972,06874,8.0,8.0,68g好丽友巧克力派2枚,2017/9/2 19:05,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493294143257060709,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/13 19:26,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493840041914465689,06874,3.5,3.5,68g好丽友巧克力派2枚,2017/9/15 16:58,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493359551867346069,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/15 19:47,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493307022652535714,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/23 08:59,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493609330905866958,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/9/30 16:24,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493250835940670107,06874,3.5,3.5,68g好丽友巧克力派2枚,2017/10/12 19:44,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493859700276805602,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/15 15:45,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493646267201877592,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/26 17:11,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493634616212880499,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/27 14:43,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493629682445334013,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/27 21:47,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493606967735647923,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/29 01:35,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493605817637013212,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/10/29 05:23,E,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930133434350232558,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/5 18:52,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493157150661230763,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/6 09:58,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493139612516651677,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/8 14:12,E,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930829746442256076,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/9 08:53,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493151260096836763,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/13 08:53,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493109031893336861,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/13 16:47,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493247968989958167,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/15 16:36,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493565189315867276,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/16 19:37,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493743045424279116,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/11/20 16:40,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493626259378825559,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/12/13 12:23,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493642463760263542,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/12/18 00:07,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493657749071990163,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/12/21 10:47,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493676512786449889,06874,4.0,4.0,68g好丽友巧克力派2枚,2017/12/25 22:07,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493432425921874913,06874,4.5,4.5,68g好丽友巧克力派2枚,2017/12/29 09:26,E,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749318835801740702,06874,6.0,6.0,40g双汇玉米热狗肠,2017/1/30 20:35,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493531570719342669,06874,6.0,6.0,40g双汇玉米热狗肠,2017/3/31 22:56,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749300265105543848198,06874,1.5,1.5,40g双汇玉米热狗肠,2017/4/3 14:41,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493333900522476231,06874,6.0,6.0,40g双汇玉米热狗肠,2017/4/5 15:54,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930087843759712386,06874,3.0,3.0,40g双汇玉米热狗肠,2017/4/9 15:55,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930155344188680542,06874,1.5,1.5,40g双汇玉米热狗肠,2017/4/15 16:48,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930181178846332102,06874,6.0,6.0,40g双汇玉米热狗肠,2017/4/16 17:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930187257974330778,06874,3.0,3.0,40g双汇玉米热狗肠,2017/4/16 17:40,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493307370729634108,06874,3.0,3.0,40g双汇玉米热狗肠,2017/4/17 16:46,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493025078695300694,06874,2.0,2.0,40g双汇玉米热狗肠,2017/4/18 20:55,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930363503820449865,06874,1.5,1.5,40g双汇玉米热狗肠,2017/4/22 23:29,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493056773892951018,06874,6.0,6.0,40g双汇玉米热狗肠,2017/4/29 22:41,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930594877049075253,06874,1.5,1.5,40g双汇玉米热狗肠,2017/4/30 19:00,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930620846309308569,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/1 18:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930725263989924294,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/5 04:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930755877648183023,06874,4.5,4.5,40g双汇玉米热狗肠,2017/5/5 23:16,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749307848439672645,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/6 21:21,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930880522902303169,06874,4.5,4.5,40g双汇玉米热狗肠,2017/5/9 17:50,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930896880347859213,06874,2.0,2.0,40g双汇玉米热狗肠,2017/5/10 10:17,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930898444090644055,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/10 14:32,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930993635919733872,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/13 07:55,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930994227946757593,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/13 07:58,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493102664214249361,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/14 15:04,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749310324986259697,06874,2.0,2.0,40g双汇玉米热狗肠,2017/5/14 18:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493111405327823173,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/17 12:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749311382383385788,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/18 05:12,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493114594140494041,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/18 11:59,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493115432286349907,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/18 23:04,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493365529161503942,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 17:36,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493122798834201996,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/20 12:02,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493124266098944637,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/20 20:35,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493124709231742517,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/20 23:46,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493133150485988554,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/22 16:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493143752839504941,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/24 02:47,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493144412903955272,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/24 08:47,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493147488810354814,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/24 19:50,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493159963926386984,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/26 17:41,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493161859798215222,06874,4.0,4.0,40g双汇玉米热狗肠,2017/5/26 23:06,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493165344327141709,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/27 15:18,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493167249521431477,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/28 03:29,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493168050389148432,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/28 08:50,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493171912630840907,06874,1.5,1.5,40g双汇玉米热狗肠,2017/5/28 20:19,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493377882452495613,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/28 23:51,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493378715379888796,06874,4.5,4.5,40g双汇玉米热狗肠,2017/5/29 17:38,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749318823082428136,06874,3.0,3.0,40g双汇玉米热狗肠,2017/5/30 20:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493195526156637983,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 13:35,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493196679706705424,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 16:23,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493215382100769233,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/2 21:44,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493297778290440872,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 08:17,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493321453620575676,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 12:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749332353551125933,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 14:51,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493346527048983641,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 17:17,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493392826698092015,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/6 17:32,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493759088667041424,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/7 12:09,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493444188644471919,06874,4.5,4.5,40g双汇玉米热狗肠,2017/6/7 12:15,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493768581631542152,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/7 18:48,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493769185633725401,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/7 21:57,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493769326155412043,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/8 09:54,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493773538772961993,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/8 15:38,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493775191854626388,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/8 19:59,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493775294595196179,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/8 20:43,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493776126383963647,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 13:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493777330885803617,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 14:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493759784923765959,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 15:07,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749378068184715754,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 15:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493785852994286293,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 17:33,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493785927250612629,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 17:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749378746536757487,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/9 21:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493789870660893357,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/10 02:08,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493791165079878327,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/10 05:26,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493792293563970709,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/10 07:04,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493792614730168171,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/10 09:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749379708204221809,06874,3.0,3.0,40g双汇玉米热狗肠,2017/6/10 15:40,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493877259770482049,06874,2.0,2.0,40g双汇玉米热狗肠,2017/6/10 19:00,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493877901200290092,06874,2.0,2.0,40g双汇玉米热狗肠,2017/6/11 07:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899127627439276,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 07:49,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899448485116327,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 14:07,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493900382806459309,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 14:20,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493900517751814694,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 15:38,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493900799576672717,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 15:48,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493900920779161892,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 15:52,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493901005901815102,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 17:43,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493901320130425987,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 17:44,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493901764497393785,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 18:06,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493901866737877238,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 20:59,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493902676947102006,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 21:40,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493902724408096307,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 22:04,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903034450716001,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 23:09,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903071200607049,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 23:10,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903211766180529,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 00:09,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903382674185929,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 03:57,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903390960533539,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 11:59,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903745575051565,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 16:50,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903793889605455,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 17:34,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493903852502943529,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 18:19,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493904000118368077,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 18:29,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493904438050366988,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 21:47,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493904682716372823,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 22:07,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493904748253058216,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 22:11,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390499933865961,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 23:01,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390512889858164,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 23:12,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493905137942976921,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 23:24,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493906658233726651,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 00:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907031467042308,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 00:24,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907367151004871,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 17:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907471768185721,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 17:39,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907697963274122,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 19:37,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390781992655049,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 23:27,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907924287909328,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 11:10,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749390807089674827,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 21:12,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908250770369096,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 07:52,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908342745965821,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 09:19,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908582180750019,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 13:14,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908621411546385,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 13:49,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908961802222861,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 13:54,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493909078785852402,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/15 15:03,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493909889830425942,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 00:06,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493910155968731132,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 00:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749391053947389237,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 01:44,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493910693232583315,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 02:53,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493911637243910159,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 04:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493913027400791836,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 12:13,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493913094344359416,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 12:24,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493913106214242189,06874,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 15:00,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
