订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493439049880941281,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/8/8 17:35,C,已出货未退款,已提现,非饮料,饼干糕点
DD20170816749317281879000346,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/9/7 16:49,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493641805147735338,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/9/20 08:55,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493391479502561821,04228,4.0,4.0,68g好丽友巧克力派2枚,2017/10/2 01:47,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493395338205321117,04228,7.0,7.0,68g好丽友巧克力派2枚,2017/10/2 16:14,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493411354261100567,04228,9.0,9.0,68g好丽友巧克力派2枚,2017/10/4 18:46,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493429617706404895,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/10/7 13:14,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493438192183106587,04228,7.0,7.0,68g好丽友巧克力派2枚,2017/10/9 08:42,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493624975058214628,04228,9.0,9.0,68g好丽友巧克力派2枚,2017/10/27 15:41,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493159125595747552,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/11/4 09:01,C,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930445115486753098,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/11/6 13:16,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493183352015419216,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/11/11 17:03,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493609418454087416,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/11/13 12:44,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493736668800225262,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/12/1 17:40,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493736780860594588,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/12/1 17:57,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493740093725753493,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/12/1 21:06,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493534442873062728,04228,4.5,4.5,68g好丽友巧克力派2枚,2017/12/10 16:29,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493345738079626002,04228,3.5,3.5,68g好丽友巧克力派2枚,2017/12/12 01:24,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493333189913207634,04228,3.5,3.5,68g好丽友巧克力派2枚,2017/12/27 08:59,C,已出货未退款,已提现,非饮料,饼干糕点
DD2017081674930612078044876854,04228,3.0,3.0,40g双汇玉米热狗肠,2017/1/1 12:55,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493858245853502689,04228,1.5,1.5,40g双汇玉米热狗肠,2017/1/9 08:33,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493899145324421082,04228,1.5,1.5,40g双汇玉米热狗肠,2017/1/10 19:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493178683851107248,04228,2.0,2.0,40g双汇玉米热狗肠,2017/1/29 19:05,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493665343550698518,04228,1.5,1.5,40g双汇玉米热狗肠,2017/1/30 15:58,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493728449285306181,04228,1.5,1.5,40g双汇玉米热狗肠,2017/3/31 23:39,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493314200070490846,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/12 23:09,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930184753515473169,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/16 17:35,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930211277761529198,04228,3.0,3.0,40g双汇玉米热狗肠,2017/4/17 15:35,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930212840343916691,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/17 15:38,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493879212851640546,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/19 08:14,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930408066930899989,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/24 07:17,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493042801397775661,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/25 06:24,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493845209329744222,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/26 15:38,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930484565214492253,04228,6.0,6.0,40g双汇玉米热狗肠,2017/4/27 07:34,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930520675834280119,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/28 12:07,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930520907478507836,04228,1.5,1.5,40g双汇玉米热狗肠,2017/4/28 12:13,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930854513140901057,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/8 23:55,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493357936800360864,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/9 13:30,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493358358927342938,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/10 10:08,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493779545501377642,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/10 18:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493779422134754752,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/10 19:32,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930967443565017409,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/12 15:54,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493105121586142888,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/15 15:23,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749310713504765616,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/15 22:17,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493113996555697397,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/18 07:40,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493120876889048369,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/19 23:12,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493136972910304882,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/23 07:55,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493140159027036773,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/23 14:26,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493144579320050348,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/24 10:07,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493144758527853124,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/24 11:14,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749314710971537163,04228,4.5,4.5,40g双汇玉米热狗肠,2017/5/24 17:52,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749314812440403367,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/24 23:15,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493697120484727575,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/26 20:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493161451148223862,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/26 21:11,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493694876943996702,04228,3.0,3.0,40g双汇玉米热狗肠,2017/5/27 13:57,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749317165673077251,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/28 20:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493176750947935023,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/29 14:27,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493188612270416754,04228,1.5,1.5,40g双汇玉米热狗肠,2017/5/30 21:31,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493466182213051057,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/1 00:13,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493213728253214047,04228,4.5,4.5,40g双汇玉米热狗肠,2017/6/4 10:05,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493387377809386156,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/4 14:48,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493218909687307952,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/4 20:34,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493221211160333472,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/5 03:27,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493223923704777303,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/5 15:27,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493383500842954101,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/6 09:10,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493227337877291129,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/6 09:36,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493390935698889089,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/6 16:54,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493233622457407511,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 11:40,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493436992556414894,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/7 11:50,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493251021179746844,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/10 07:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493258081318380008,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/11 01:54,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493267550807855491,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/12 07:24,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493907110271160445,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/13 08:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493279591713179279,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/14 02:11,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493280999896577055,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 11:02,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493908006330202409,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 12:26,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493281922239683556,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/14 14:55,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493295817614052966,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 16:52,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493914593023386057,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/16 20:18,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493596585456800286,04228,6.0,6.0,40g双汇玉米热狗肠,2017/6/17 00:50,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493457907035637423,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/17 17:13,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493595029672452936,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/19 00:58,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493630026897213992,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/24 01:31,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493348346666358179,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/25 03:24,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493554593021363234,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/25 10:39,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493362051634115256,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/27 13:45,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493365738281341033,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/28 04:42,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493618949362986261,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/28 20:05,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493587829721756097,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/28 21:22,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749337048972890571,04228,4.5,4.5,40g双汇玉米热狗肠,2017/6/28 21:55,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493371480312598696,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/29 02:06,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493546377932595434,04228,1.5,1.5,40g双汇玉米热狗肠,2017/6/29 19:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493379623988591555,04228,6.0,6.0,40g双汇玉米热狗肠,2017/6/30 04:23,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493468593299873237,04228,3.0,3.0,40g双汇玉米热狗肠,2017/6/30 04:26,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493485459785622504,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/1 14:34,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493473581610262965,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/3 16:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749346899602241803,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/4 16:15,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493450045355935525,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/13 23:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930346512728980469,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/24 11:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493433648498778036,04228,3.0,3.0,40g双汇玉米热狗肠,2017/7/24 14:58,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493430590016818581,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/25 15:24,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493744215569535058,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/26 14:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493809538450178702,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/26 14:47,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493423987865085505,04228,1.5,1.5,40g双汇玉米热狗肠,2017/7/30 03:45,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493917742858443925,04228,1.5,1.5,40g双汇玉米热狗肠,2017/8/14 17:10,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493784455362592314,04228,1.5,1.5,40g双汇玉米热狗肠,2017/8/25 17:44,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749300159570326526792,04228,1.5,1.5,40g双汇玉米热狗肠,2017/8/30 16:39,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493751614833553542,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/1 13:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749326621316429999,04228,3.0,3.0,40g双汇玉米热狗肠,2017/9/1 14:57,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930324705544117157,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/3 16:59,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493781380855711377,04228,3.0,3.0,40g双汇玉米热狗肠,2017/9/6 22:48,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493229460713530019,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/9 21:04,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749310918477468616,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/13 09:07,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930394445970944716,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/14 17:20,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493151044373977637,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/17 13:29,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493118852932002084,04228,6.0,6.0,40g双汇玉米热狗肠,2017/9/17 14:36,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493644645597445487,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/17 17:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493764514878031312,04228,3.0,3.0,40g双汇玉米热狗肠,2017/9/24 00:15,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493479171141632626,04228,10.5,10.5,40g双汇玉米热狗肠,2017/9/25 09:46,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930435316301647692,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/27 19:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493147285219803054,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/28 18:29,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930351362672783091,04228,3.0,3.0,40g双汇玉米热狗肠,2017/9/29 13:40,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749363193569185983,04228,1.5,1.5,40g双汇玉米热狗肠,2017/9/30 08:30,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493400765545740905,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/3 07:47,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493854062203738493,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/4 18:26,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493416208169672515,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/5 13:07,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493432784098076018,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/8 00:29,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493439128260432843,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/9 12:39,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493444599876241617,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 08:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493445579145296145,04228,3.0,3.0,40g双汇玉米热狗肠,2017/10/10 12:29,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493446152936350089,04228,4.5,4.5,40g双汇玉米热狗肠,2017/10/10 15:02,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493446931971323996,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 16:40,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493447545985437162,04228,3.0,3.0,40g双汇玉米热狗肠,2017/10/10 17:15,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493455540934528726,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/11 08:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493464408716043657,04228,10.5,10.5,40g双汇玉米热狗肠,2017/10/12 00:19,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493473806588615015,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 19:50,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493478127391822105,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 22:45,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493448602335659908,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/13 21:36,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493457267777602844,04228,3.0,3.0,40g双汇玉米热狗肠,2017/10/15 03:30,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493501661116909874,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/15 04:02,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493523601327464688,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/17 17:32,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493560489763462655,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/20 21:49,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749356367955098157,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/21 08:12,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493603606697500084,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/25 15:37,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493633972319860585,04228,6.0,6.0,40g双汇玉米热狗肠,2017/10/28 13:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493678484003544456,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/30 12:09,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493681489530497222,04228,1.5,1.5,40g双汇玉米热狗肠,2017/10/30 15:13,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493858904308687867,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/6 13:37,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493779896057509951,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/6 15:30,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493758464533742293,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/6 17:31,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493801672183016575,04228,3.0,3.0,40g双汇玉米热狗肠,2017/11/8 15:45,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493679493390393983,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/8 17:01,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493126088979943235,04228,3.0,3.0,40g双汇玉米热狗肠,2017/11/12 12:33,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493296125945299491,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/14 08:59,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493644979314502965,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/14 14:43,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493895802431497831,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/14 16:20,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493697070911834367,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/17 19:06,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930217043292594769,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/20 13:35,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674930145328915510923,04228,3.0,3.0,40g双汇玉米热狗肠,2017/11/29 14:51,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493016971978951644,04228,1.5,1.5,40g双汇玉米热狗肠,2017/11/30 20:03,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
