商品,销量,商品总毛利润,评价,销售情况
雪碧330ml,173,106.60000000000001,146.44,正常
维他柠檬茶,169,108.9,144.95999999999998,正常
12g劲仔小鱼麻辣味,183,84.88,143.752,正常
卫龙大面筋,168,106.80000000000001,143.52,正常
78g卫龙亲嘴语辣条,143,126.4,136.36,正常
450ml美汁源果粒橙,140,111.9,128.76,正常
600ml可口可乐,145,101.7,127.68,正常
冰糖雪梨,143,101.7,126.48,正常
600ml脉动青柠,127,120.75999999999999,124.504,正常
85g新麦潮手撕面包（提子味）,145,89.2,122.68,正常
32g卫龙亲嘴烧,151,77.40000000000022,121.56000000000009,正常
可口可乐最新款,142,88.80000000000001,120.72,正常
250ml维他奶巧克力味,138,87.76,117.904,正常
雀巢咖啡,97,146.4,116.75999999999999,正常
600ml雪碧,143,76.0800000000001,116.23200000000004,正常
口味王槟榔（绿）,82,164.10000000000002,114.84,正常
55g奥利奥原味芝士饼干,122,100.9,113.56,正常
260g马来西亚进口茱蒂丝口口香饼干,30,237.60000000000002,113.04000000000002,正常
美年达（罐）,133,79.0,111.4,正常
维他奶,132,80.10000000000001,111.24000000000001,正常
100g*5瓶益力多,64,177.0,109.19999999999999,正常
500ml加多宝,116,97.7,108.68,正常
70g乖媳妇野山泡椒凤爪,118,86.7,105.47999999999999,正常
58g丽芝士纳宝帝奶酪威化饼干,121,75.3,102.72,正常
205g伊利安慕希原味,89,118.60000000000001,100.84,正常
小鱼仔,130,34.800000000000004,91.92,正常
咪咪虾条马来西亚风味,123,38.20000000000001,89.08,正常
85g嘉士利果乐果香夹心饼干蓝莓味,89,84.30000000000001,87.12,正常
维他原味豆奶,93,73.5,85.2,正常
双汇玉米热狗肠,103,54.400000000000006,83.56,正常
32g卫龙亲嘴烧红烧牛肉味,102,52.92000000000005,82.36800000000002,正常
480ml小茗同学冷泡青柠红茶,77,88.30000000000001,81.52000000000001,正常
148g富甲一方紫薯仔,70,96.2,80.48,正常
75g新麦潮天然酵母面包（北海道牛奶风味）,94,54.1,78.03999999999999,正常
2g韩国海牌海苔,95,49.279999999999966,76.71199999999999,正常
茉莉蜜茶,83,54.300000000000004,71.52,正常
无穷农场盐_鸡蛋,81,55.0,70.6,正常
秒充,64,76.80000000000001,69.12,正常
无穷烤鸡小腿（蜂蜜）,67,67.2,67.08,正常
65g卫龙亲嘴豆皮,69,63.900000000000006,66.96000000000001,正常
45g双汇泡面拍挡,88,35.1,66.84,正常
可乐可乐,71,57.1,65.44,正常
225g味之不规则饼干芝士味,50,85.7,64.28,正常
尖叫,67,57.800000000000004,63.32,正常
500ml农夫果园 (芒果+菠萝+番石榴),63,59.900000000000006,61.760000000000005,正常
160g盼盼手撕面包,52,73.0,60.400000000000006,正常
52g旺旺仙贝,63,53.1,59.04,正常
180g统一满汉全席台式半筋半肉牛肉面,15,122.76000000000002,58.10400000000001,正常
110g顺宝九制话梅,59,55.72000000000002,57.68800000000001,正常
益力多100g*5瓶,34,90.7,56.68,正常
150g健能酸奶原味,61,49.400000000000006,56.36000000000001,正常
香脆肠,76,26.72,56.288000000000004,正常
80g四洲粟一烧烧烤味,46,70.60000000000001,55.84,正常
68g好丽友巧克力派2枚,56,52.300000000000004,54.52,正常
10g卫龙亲嘴烧香辣味,72,23.880000000000003,52.751999999999995,正常
椰树牌椰汁,54,50.1,52.44,正常
37.5g费列罗榛果威化巧克力3颗,34,77.86000000000004,51.54400000000002,正常
250ml维他奶低糖原味,57,38.36000000000001,49.544,正常
91g徐福记凤梨酥,44,57.2,49.28,正常
旺仔牛奶,47,49.280000000000044,47.91200000000002,正常
燕塘红枣牛奶,47,48.6,47.64,正常
250ML东鹏特饮,49,45.6,47.64,正常
188g澳门永辉鸡仔饼,13,98.60000000000001,47.24,正常
芦荟汁,44,51.800000000000004,47.120000000000005,正常
加多宝,46,48.2,46.879999999999995,正常
乐虎,47,46.0,46.6,正常
湘潭铺子(羽泉版),32,65.9,45.56,正常
合味道（海鲜风味）,39,53.1,44.64,正常
脉动（青柠）,44,43.0,43.599999999999994,正常
50g马赛克手撕鱿鱼条,35,54.56000000000002,42.82400000000001,正常
优益C活菌型乳酸菌饮品,28,64.4,42.56,正常
乐事薯片（黄瓜味）,34,53.400000000000006,41.760000000000005,正常
奥利奥原味芝士,44,37.0,41.2,正常
70g乐事薯片原味,35,49.0,40.6,正常
雪碧,38,44.1,40.44,正常
卫龙亲嘴烧红烧牛肉味,49,27.0,40.2,正常
统一阿萨姆奶茶,38,41.800000000000004,39.52,正常
康师傅矿泉水,54,15.180000000000001,38.472,正常
口味王槟榔（红）,21,63.0,37.800000000000004,正常
丽芝士纳宝帝奶酪威化饼干,43,30.0,37.8,正常
40g乐事薯片黄瓜味,39,35.1,37.44,正常
燕塘甜牛奶,39,35.1,37.44,正常
韩国海牌海苔,49,19.839999999999993,37.336,正常
劲仔小鱼（麻辣味）,37,36.6,36.84,正常
250ml统一麦香奶茶,44,24.5,36.2,正常
维他奶（巧克力味）,41,28.700000000000003,36.08,正常
30g元朗小蛋卷,44,24.0,36.0,正常
86g合味道浓猪骨味,33,39.6,35.64,正常
70g乐事薯片黄瓜味,31,39.38,34.352000000000004,正常
220g宝丰龙龟苓膏,35,32.6,34.04,正常
农夫果园,29,41.400000000000006,33.96,正常
50g上好佳田园薯片番茄味,33,30.6,32.040000000000006,正常
泰奇八宝粥,25,40.6,31.240000000000002,正常
印尼芝士威化饼干,37,22.5,31.2,正常
40g乐事美国经典原味,31,29.6,30.439999999999998,正常
旺仔牛奶145ml,29,32.4,30.36,正常
117gUFO炒面铁板色拉鱿鱼风味,26,36.4,30.16,正常
上好佳田园薯片,30,27.200000000000003,28.880000000000003,正常
怡宝,37,16.0,28.6,正常
70g乐事薯片（黄瓜味）,26,32.2,28.480000000000004,正常
40g呀土豆薯片滋香烤鸡味,29,26.900000000000002,28.16,正常
燕塘原味酸奶,29,26.1,27.84,正常
50g上好佳日式鱼果,28,26.900000000000002,27.560000000000002,正常
统一来一桶香辣老坛酸菜牛肉面,26,29.700000000000003,27.480000000000004,正常
40g呀土豆番茄酱味,28,25.200000000000003,26.880000000000003,正常
55g奥利奥原味夹心饼干,28,24.900000000000002,26.76,正常
雪力矿泉水,35,14.0,26.6,正常
150g洽洽原香瓜子,23,32.0,26.6,正常
美汁源果粒橙,27,24.8,26.12,正常
40g上好佳日式鱼果,28,22.5,25.8,正常
和成天下（黄）,18,36.0,25.2,正常
48g好丽友薯愿香烤原味,25,25.0,25.0,正常
180ml雀巢咖啡罐装,24,24.3,24.119999999999997,正常
5片装益达绿箭口香糖,30,13.200000000000001,23.28,正常
34g公仔迷你杯牛肉味,26,19.1,23.240000000000002,正常
健能酸奶,27,17.400000000000002,23.16,正常
80g马赛克香蕉片,19,27.400000000000002,22.36,正常
40g乐事薯片墨西哥鸡汁番茄味,23,20.6,22.04,正常
100g果王咸柑桔罐装,20,24.8,21.92,正常
手撕素肉排,31,8.039999999999997,21.815999999999995,正常
500ml康师傅冰糖雪梨,23,19.8,21.72,正常
日式鱼果,22,20.8,21.52,正常
诗竹竹纤维面巾纸,21,22.079999999999995,21.432,正常
103g康师傅红烧牛肉面,19,23.1,20.64,正常
70g乐事薯片（原味）,19,21.5,20.0,正常
80g香飘飘椰果奶茶原味,20,18.900000000000002,19.560000000000002,正常
370g泰奇八宝粥,18,21.400000000000002,19.36,正常
20g马来西亚风味咪咪蟹味粒0219,27,6.960000000000001,18.984,正常
145ml旺仔牛奶罐装,21,15.600000000000001,18.84,正常
好吃点,20,17.1,18.84,正常
40g卫龙点心面黑椒牛排味,16,19.900000000000002,17.560000000000002,正常
145g果王迷你山楂包装,15,21.0,17.4,正常
68g多力多玉米片爆香热辣味,14,22.400000000000002,17.36,正常
480ml小茗同学冷泡溜溜哒茶,16,19.200000000000003,17.28,正常
250ml王老吉盒装,20,12.0,16.8,正常
好吃点小饼干,24,5.9,16.759999999999998,正常
咪咪,24,5.5,16.599999999999998,正常
新麦潮天然酵母面包（牛奶风味）,18,14.4,16.56,正常
68g好丽友蛋黄派2枚,17,15.3,16.32,正常
顺宝九制梅,15,15.0,15.0,正常
乐事薯片（青柠）,10,22.400000000000002,14.96,正常
芙蓉王,6,28.400000000000002,14.96,正常
150抽诗竹竹纤维面巾纸,15,14.399999999999999,14.76,正常
107g出前一丁桶面酱香牛肉王,13,16.8,14.52,正常
怡宝矿泉水,19,7.6000000000000005,14.440000000000001,正常
乖媳妇野山椒风爪,16,11.199999999999998,14.079999999999998,正常
越南LIPO奶味面包干100g,11,17.6,13.64,正常
盼盼手撕面包,14,11.200000000000001,12.88,滞销
劲仔小鱼（卤香味）,16,8.200000000000001,12.88,滞销
新麦潮北海道吐司,14,11.0,12.8,滞销
130g果王玉带蚕豆,11,14.8,12.52,滞销
100g卫龙点心面黑椒牛排味,12,13.139999999999999,12.456,滞销
12g劲仔小鱼卤香味,15,8.4,12.36,滞销
凤爪,16,6.800000000000001,12.32,滞销
百事可乐500ml,14,9.0,12.0,滞销
250ml维他椰子植物蛋白饮料,12,11.5,11.8,滞销
脉动（椰子菠萝口味）,9,15.0,11.399999999999999,滞销
80g香飘飘椰果奶茶麦香味,11,10.8,10.92,滞销
和成天下（红）,6,18.0,10.8,滞销
205ml安慕希蓝莓味,10,11.599999999999998,10.64,滞销
阿萨姆煎茶奶绿,11,8.8,10.120000000000001,滞销
32g卫龙亲嘴烧川香味,12,7.2,10.08,滞销
小茗同学,10,10.0,10.0,滞销
500ml营养快线原味,10,9.9,9.96,滞销
55g奥利奥迷你杯夹心小饼干杯装原味,9,11.0,9.8,滞销
味之不规则饼干（芝士味）,7,12.5,9.2,滞销
迷你纸巾,13,2.6,8.84,滞销
拿铁咖啡（统一）,8,8.700000000000001,8.280000000000001,滞销
四洲粟一烧烧烤味,6,10.600000000000001,7.840000000000001,滞销
500ml恒大冰泉矿泉水,9,6.0,7.8,滞销
123gUFO炒面XO酱海鲜风味,6,10.200000000000001,7.680000000000001,滞销
50g双层百力滋特浓番茄味,8,7.2,7.68,滞销
50g双层百力滋奶咖味,8,7.2,7.68,滞销
34g公仔迷你杯风味排骨味,8,6.300000000000001,7.32,滞销
500ML宝矿力,7,7.6000000000000005,7.24,滞销
新麦潮天然酵母面包（良品铺子）,8,6.0,7.2,滞销
巧克力奶油味蛋糕,7,7.4,7.16,滞销
10g越南LIPO奶味面包干0015,3,11.700000000000001,6.48,滞销
多芙利香草奶油味蛋糕,6,7.2,6.48,滞销
80g盼盼手撕面包,8,4.0,6.4,滞销
40g上好佳田园薯片番茄味,6,6.7,6.279999999999999,滞销
83g汤达人酸辣豚骨拉面,5,6.5,5.6,滞销
安慕希酸奶,5,6.0,5.4,滞销
卫龙亲嘴烧麦辣鸡汁味,7,2.7,5.28,滞销
220g宝丰龙龟苓膏绿豆味,5,5.6000000000000005,5.24,滞销
250ml维他奶黑豆奶饮品,5,4.800000000000001,4.92,滞销
鸡爪,6,2.4000000000000004,4.56,滞销
小糖衣血糖仪,7,0.13999999999999999,4.256,滞销
330ml伊利畅意乳酸菌草莓味,3,4.800000000000001,3.72,滞销
13g雀巢咖啡1+2特浓,4,2.5,3.4,滞销
78g合味道杯面香菇炖鸡风味,3,3.6,3.24,滞销
新麦潮手撕面包（提子味）,3,3.1,3.04,滞销
每日特惠,4,1.2000000000000002,2.88,滞销
味之不规则饼干（番茄味）,2,4.0,2.8,滞销
500ml统一冰糖雪梨,3,2.1,2.6399999999999997,滞销
可口可乐330ml（罐）,3,1.7000000000000002,2.48,滞销
250ml维他椰子味豆奶7716,3,1.5,2.4,滞销
340ml蒙牛优益C乳酸菌,2,2.8000000000000003,2.3200000000000003,滞销
劲仔小鱼（酱汁味）,3,1.2000000000000002,2.28,滞销
70g乐事薯片青柠味,2,2.6,2.24,滞销
10g越南LIPO奶味面包干,3,1.0,2.1999999999999997,滞销
20g咩咩世界虾味条,3,0.9600000000000002,2.184,滞销
合味道（浓猪骨）,2,2.4000000000000004,2.16,滞销
75g达利园柠檬蛋糕,2,1.8,1.92,滞销
78g卫龙亲语,2,1.8,1.92,滞销
乐虎（380ml）,2,1.6,1.84,滞销
250ml维他椰子植物蛋白饮料9374,2,1.6,1.84,滞销
经典奶茶,2,1.6,1.84,滞销
商品1,3,0.06000000000000001,1.8239999999999998,滞销
维他柠檬茶330ml（罐）,2,1.2000000000000002,1.6800000000000002,滞销
百事可乐330ml,2,1.1,1.6400000000000001,滞销
冰红茶（罐）,2,1.0,1.6,滞销
20g士力架,2,0.8,1.52,滞销
12g劲仔小鱼（香辣味）,2,0.6000000000000001,1.44,滞销
220g宝丰龙龟苓膏菊花味,1,2.0,1.4,滞销
小茗同学冷泡茶（乳酸菌味）,1,1.2000000000000002,1.08,滞销
小茗同学（青柠红茶）,1,1.2000000000000002,1.08,滞销
60g溜溜九制梅,1,1.1,1.04,滞销
10g越南LIPO奶味面包干0046,1,0.8,0.92,滞销
新麦潮天然酵母面包,1,0.8,0.92,滞销
珠江纯生啤酒,1,0.8,0.92,滞销
维他奶黑豆奶饮品,1,0.7000000000000001,0.88,滞销
威化饼干,1,0.6000000000000001,0.8400000000000001,滞销
14g德芙巧克力,1,0.5,0.8,滞销
40g盼盼手撕面包,1,0.4,0.76,滞销
商品2,1,0.020000000000000004,0.608,滞销
商品21,1,0.020000000000000004,0.608,滞销
